OTU	Sample	Abundance	SampleID	Group	Covariate	Kingdom	Phylum	Class	Order
ASV1	Indv87	0.916417910447761	Indv87	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV1	Indv127	0.790064304627411	Indv127	Control	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV1	Indv117	0.659243220950613	Indv117	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV1	Indv92	0.627414405198869	Indv92	Control	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV1	Indv155	0.573616768499661	Indv155	Case	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV1	Indv140	0.54179183601343	Indv140	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV1	Indv12	0.532511912210618	Indv12	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV1	Indv79	0.525989051300863	Indv79	Case	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV1	Indv61	0.504677525863967	Indv61	Control	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV1	Indv33	0.467002262965871	Indv33	Case	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV1	Indv57	0.454817185471453	Indv57	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV1	Indv136	0.450309804398008	Indv136	Case	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV1	Indv68	0.443331980336445	Indv68	Case	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV3	Indv116	0.437216338880484	Indv116	Case	Site2	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales
ASV1	Indv11	0.431671339753749	Indv11	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV1	Indv120	0.430848753366345	Indv120	Control	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV1	Indv137	0.430236195839199	Indv137	Case	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV1	Indv128	0.42974704259597	Indv128	Case	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV1	Indv159	0.427815843250391	Indv159	Control	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV1	Indv75	0.42237478545795	Indv75	Control	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV1	Indv39	0.416368355110077	Indv39	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV17	Indv138	0.406758583400919	Indv138	Case	Site1	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales
ASV1	Indv158	0.396015734043903	Indv158	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV1	Indv49	0.392503536067893	Indv49	Control	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV1	Indv90	0.392208192177394	Indv90	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV3	Indv76	0.38993185926853	Indv76	Control	Site2	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales
ASV1	Indv143	0.383724832214765	Indv143	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV1	Indv35	0.376587575071379	Indv35	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV1	Indv141	0.37234168241966	Indv141	Case	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV1	Indv130	0.366477815265135	Indv130	Control	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV1	Indv156	0.363010096760623	Indv156	Control	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV1	Indv93	0.361601214190856	Indv93	Control	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV1	Indv138	0.353609083536091	Indv138	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV1	Indv151	0.348799643513619	Indv151	Control	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV3	Indv28	0.348286042315893	Indv28	Case	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales
ASV1	Indv69	0.347290839880133	Indv69	Case	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV1	Indv30	0.347175845365188	Indv30	Case	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV1	Indv113	0.345547309833024	Indv113	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV1	Indv97	0.343096234309623	Indv97	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV1	Indv63	0.337903626428217	Indv63	Control	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV1	Indv112	0.334639106517753	Indv112	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV1	Indv89	0.332474437627812	Indv89	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV1	Indv55	0.3297572852469	Indv55	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV17	Indv4	0.320495778695886	Indv4	Case	Site2	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales
ASV1	Indv100	0.316508182220257	Indv100	Control	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV3	Indv147	0.31496440854195	Indv147	Control	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales
ASV1	Indv38	0.314696873936506	Indv38	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV1	Indv22	0.314455743386849	Indv22	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV1	Indv52	0.311354869816779	Indv52	Control	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV1	Indv16	0.309795134443022	Indv16	Control	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV1	Indv91	0.307905935050392	Indv91	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV1	Indv44	0.307787658313123	Indv44	Case	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV1	Indv116	0.307516327810782	Indv116	Case	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV1	Indv81	0.302696319622122	Indv81	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV1	Indv20	0.298724877554467	Indv20	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV1	Indv106	0.294113372093023	Indv106	Case	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV4	Indv95	0.291231343283582	Indv95	Control	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales
ASV1	Indv160	0.290812835380127	Indv160	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV1	Indv94	0.289848152038965	Indv94	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV1	Indv84	0.289329212870387	Indv84	Control	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV1	Indv133	0.288657295201163	Indv133	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV1	Indv115	0.28835690968444	Indv115	Case	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV1	Indv60	0.288324478424258	Indv60	Case	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV1	Indv114	0.287623502458117	Indv114	Control	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV1	Indv47	0.28747066447161	Indv47	Case	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV1	Indv13	0.287313915857605	Indv13	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV3	Indv68	0.286339241419745	Indv68	Case	Site2	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales
ASV1	Indv99	0.284942041908159	Indv99	Control	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV1	Indv50	0.284792656310181	Indv50	Control	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV1	Indv161	0.283128844234051	Indv161	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV1	Indv51	0.279893902476637	Indv51	Case	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV4	Indv52	0.279251044680167	Indv52	Control	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales
ASV1	Indv109	0.277088672475653	Indv109	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV1	Indv101	0.275563258232236	Indv101	Control	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV1	Indv32	0.27438590245639	Indv32	Control	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV4	Indv109	0.274218349564326	Indv109	Case	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales
ASV13	Indv6	0.273904885617378	Indv6	Case	Site2	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales
ASV1	Indv40	0.272423025435074	Indv40	Control	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV4	Indv93	0.271485486624929	Indv93	Control	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales
ASV13	Indv23	0.270929259104228	Indv23	Case	Site1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales
ASV3	Indv139	0.269988545246277	Indv139	Control	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales
ASV1	Indv111	0.26952664383177	Indv111	Control	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV4	Indv160	0.269276479273958	Indv160	Case	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales
ASV1	Indv4	0.267828273756062	Indv4	Case	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV3	Indv95	0.26767723880597	Indv95	Control	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales
ASV3	Indv24	0.266086186540732	Indv24	Control	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales
ASV1	Indv96	0.265761665413385	Indv96	Control	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV2	Indv35	0.265662433133143	Indv35	Case	Site1	Bacteria	Firmicutes	Bacilli	Bacillales
ASV1	Indv53	0.265479185263329	Indv53	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV13	Indv1	0.264931022880215	Indv1	Control	Site2	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales
ASV3	Indv48	0.263466287197087	Indv48	Case	Site2	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales
ASV46	Indv12	0.261250421138759	Indv12	Case	Site1	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales
ASV9	Indv46	0.261186029453253	Indv46	Control	Site2	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales
ASV4	Indv33	0.260841453840115	Indv33	Case	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales
ASV1	Indv85	0.260677769038744	Indv85	Control	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV1	Indv73	0.259253206961353	Indv73	Control	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV1	Indv95	0.259188432835821	Indv95	Control	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV1	Indv121	0.258236347358997	Indv121	Case	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV3	Indv126	0.256952682219586	Indv126	Control	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales
ASV4	Indv140	0.256287918949167	Indv140	Case	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales
ASV3	Indv81	0.255798914724323	Indv81	Case	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales
ASV1	Indv144	0.255144032921811	Indv144	Case	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV1	Indv86	0.254137373913803	Indv86	Control	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV4	Indv37	0.252498783363905	Indv37	Case	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales
ASV1	Indv125	0.250063387423935	Indv125	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV1	Indv17	0.249886665371414	Indv17	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV4	Indv21	0.24816227784498	Indv21	Case	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales
ASV9	Indv148	0.248156885874373	Indv148	Case	Site2	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales
ASV1	Indv102	0.248086859833867	Indv102	Control	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV3	Indv27	0.247735059002665	Indv27	Control	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales
ASV1	Indv71	0.247693476609139	Indv71	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV4	Indv113	0.246869202226345	Indv113	Case	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales
ASV13	Indv36	0.246454537915019	Indv36	Control	Site1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales
ASV1	Indv131	0.246152932089597	Indv131	Control	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV4	Indv158	0.24434293448378	Indv158	Case	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales
ASV9	Indv43	0.243674324743868	Indv43	Control	Site2	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales
ASV1	Indv28	0.243521403969165	Indv28	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV3	Indv131	0.242469253163805	Indv131	Control	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales
ASV19	Indv153	0.242201294879341	Indv153	Case	Site1	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales
ASV9	Indv45	0.241680516368415	Indv45	Case	Site2	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales
ASV13	Indv21	0.241230110728575	Indv21	Case	Site1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales
ASV1	Indv74	0.239868990784945	Indv74	Control	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV1	Indv126	0.239620403321471	Indv126	Control	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV3	Indv29	0.239275310267768	Indv29	Control	Site2	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales
ASV46	Indv117	0.238890607279101	Indv117	Case	Site1	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales
ASV1	Indv46	0.23884218247475	Indv46	Control	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV3	Indv104	0.236448911222781	Indv104	Control	Site2	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales
ASV9	Indv75	0.23632391948822	Indv75	Control	Site2	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales
ASV1	Indv122	0.235936046019795	Indv122	Control	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV19	Indv150	0.235806189314584	Indv150	Control	Site1	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales
ASV1	Indv19	0.235683538667062	Indv19	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV19	Indv56	0.235313042918731	Indv56	Control	Site1	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales
ASV13	Indv29	0.235284728041821	Indv29	Control	Site2	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales
ASV3	Indv16	0.234699103713188	Indv16	Control	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales
ASV1	Indv3	0.234083992696287	Indv3	Case	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV1	Indv70	0.233852191844609	Indv70	Control	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV13	Indv144	0.2328995662329	Indv144	Case	Site2	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales
ASV13	Indv25	0.232711465314255	Indv25	Case	Site1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales
ASV1	Indv142	0.231909272504672	Indv142	Control	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV3	Indv41	0.231746298788694	Indv41	Case	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales
ASV1	Indv72	0.231463637285729	Indv72	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV19	Indv98	0.23092594072062	Indv98	Control	Site1	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales
ASV3	Indv83	0.229693383539537	Indv83	Control	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales
ASV1	Indv59	0.22914808730345	Indv59	Control	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV3	Indv59	0.229101149964797	Indv59	Control	Site2	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales
ASV3	Indv45	0.228809956325127	Indv45	Case	Site2	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales
ASV4	Indv3	0.228809089064719	Indv3	Case	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales
ASV4	Indv153	0.228148911124191	Indv153	Case	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales
ASV13	Indv80	0.227158970139532	Indv80	Case	Site1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales
ASV3	Indv65	0.226178756916392	Indv65	Case	Site2	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales
ASV3	Indv155	0.225347929395791	Indv155	Case	Site2	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales
ASV1	Indv37	0.224123086137836	Indv37	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV4	Indv9	0.223867703319758	Indv9	Control	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales
ASV1	Indv119	0.223702589448802	Indv119	Control	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV1	Indv58	0.223475903087554	Indv58	Control	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV13	Indv84	0.223377567714961	Indv84	Control	Site1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales
ASV19	Indv78	0.22321315221531	Indv78	Control	Site2	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales
ASV1	Indv9	0.223209510880744	Indv9	Control	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV13	Indv93	0.222680705748435	Indv93	Control	Site1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales
ASV1	Indv42	0.222337422959507	Indv42	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV4	Indv151	0.222024174232719	Indv151	Control	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales
ASV1	Indv77	0.221151734738691	Indv77	Control	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV1	Indv6	0.221115681604965	Indv6	Case	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV3	Indv79	0.220892826908968	Indv79	Case	Site2	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales
ASV4	Indv22	0.220318477585587	Indv22	Case	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales
ASV1	Indv7	0.220156928468043	Indv7	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV13	Indv3	0.219638871982146	Indv3	Case	Site2	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales
ASV1	Indv62	0.218195504892999	Indv62	Control	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV13	Indv110	0.218099755201958	Indv110	Case	Site1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales
ASV3	Indv123	0.217679907280582	Indv123	Control	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales
ASV9	Indv129	0.216798134643052	Indv129	Case	Site2	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales
ASV1	Indv154	0.21555243818178	Indv154	Control	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV3	Indv73	0.214682572105564	Indv73	Control	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales
ASV4	Indv65	0.214331783156251	Indv65	Case	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales
ASV1	Indv147	0.212828921058946	Indv147	Control	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV13	Indv66	0.212783296567422	Indv66	Control	Site2	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales
ASV4	Indv128	0.212746060691074	Indv128	Case	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales
ASV13	Indv106	0.212136627906977	Indv106	Case	Site2	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales
ASV1	Indv54	0.212050903466217	Indv54	Control	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV1	Indv145	0.211692116477273	Indv145	Control	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV19	Indv96	0.211263703645071	Indv96	Control	Site1	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales
ASV3	Indv148	0.211220878796815	Indv148	Case	Site2	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales
ASV3	Indv69	0.209605572203774	Indv69	Case	Site2	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales
ASV13	Indv14	0.20960413549177	Indv14	Control	Site1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales
ASV4	Indv144	0.209431653876098	Indv144	Case	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales
ASV3	Indv77	0.209376372419851	Indv77	Control	Site2	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales
ASV19	Indv145	0.209206321022727	Indv145	Control	Site2	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales
ASV3	Indv71	0.208582076051956	Indv71	Case	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales
ASV1	Indv146	0.208487627108682	Indv146	Case	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV17	Indv51	0.208185547296672	Indv51	Case	Site2	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales
ASV19	Indv139	0.208132875143184	Indv139	Control	Site1	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales
ASV19	Indv154	0.207868344465149	Indv154	Control	Site1	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales
ASV1	Indv45	0.20786147721563	Indv45	Case	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV3	Indv61	0.206911732335461	Indv61	Control	Site2	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales
ASV13	Indv81	0.206708465712599	Indv81	Case	Site1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales
ASV13	Indv9	0.206507877740754	Indv9	Control	Site1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales
ASV1	Indv104	0.20643216080402	Indv104	Control	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV3	Indv10	0.206115717214942	Indv10	Case	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales
ASV13	Indv82	0.204729771559463	Indv82	Case	Site1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales
ASV19	Indv25	0.203694982792972	Indv25	Case	Site1	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales
ASV1	Indv118	0.203668839005552	Indv118	Control	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV3	Indv149	0.203413407522337	Indv149	Case	Site2	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales
ASV9	Indv125	0.203283468559838	Indv125	Case	Site1	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales
ASV3	Indv146	0.203256333392112	Indv146	Case	Site2	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales
ASV1	Indv41	0.202767496635262	Indv41	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV1	Indv21	0.202614683167396	Indv21	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV1	Indv105	0.201050262565641	Indv105	Control	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV13	Indv8	0.200938102018595	Indv8	Case	Site1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales
ASV2	Indv44	0.200646725949879	Indv44	Case	Site2	Bacteria	Firmicutes	Bacilli	Bacillales
ASV1	Indv103	0.200093066542578	Indv103	Control	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV4	Indv112	0.19986664444074	Indv112	Case	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales
ASV4	Indv38	0.199718022266518	Indv38	Case	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales
ASV19	Indv66	0.199519467198719	Indv66	Control	Site2	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales
ASV13	Indv134	0.199257947550384	Indv134	Control	Site2	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales
ASV19	Indv18	0.198990416270393	Indv18	Control	Site1	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales
ASV3	Indv13	0.198770226537217	Indv13	Case	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales
ASV1	Indv23	0.198409376308079	Indv23	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV4	Indv150	0.198306787200459	Indv150	Control	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales
ASV4	Indv82	0.198291339070142	Indv82	Case	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales
ASV3	Indv133	0.198073194377121	Indv133	Case	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales
ASV13	Indv18	0.197819884409979	Indv18	Control	Site1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales
ASV13	Indv86	0.197502292476311	Indv86	Control	Site1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales
ASV4	Indv20	0.197179530484715	Indv20	Case	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales
ASV13	Indv5	0.196648574136297	Indv5	Control	Site2	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales
ASV19	Indv58	0.19507857371935	Indv58	Control	Site1	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales
ASV1	Indv8	0.194739927967166	Indv8	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV2	Indv49	0.194719471947195	Indv49	Control	Site2	Bacteria	Firmicutes	Bacilli	Bacillales
ASV4	Indv6	0.194703038175651	Indv6	Case	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales
ASV3	Indv85	0.194473891187635	Indv85	Control	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales
ASV3	Indv132	0.194457930313329	Indv132	Control	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales
ASV3	Indv23	0.194363052881261	Indv23	Case	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales
ASV13	Indv125	0.194155679513185	Indv125	Case	Site1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales
ASV1	Indv2	0.194051422485927	Indv2	Case	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales
ASV4	Indv133	0.193650024236549	Indv133	Case	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales
ASV13	Indv122	0.193511547246426	Indv122	Control	Site2	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales
ASV13	Indv32	0.193173727305091	Indv32	Control	Site2	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales
