OTU	Sample	Abundance	SampleID	Group	Covariate	Kingdom	Phylum	Class	Order
ASV124	Indv13	0	Indv13	Case	Site1	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv54	0	Indv54	Control	Site1	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv131	0	Indv131	Control	Site1	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv56	0	Indv56	Control	Site1	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv110	0	Indv110	Case	Site1	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv137	0	Indv137	Case	Site2	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv6	0	Indv6	Case	Site2	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv139	0	Indv139	Control	Site1	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv86	0	Indv86	Control	Site1	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv140	0	Indv140	Case	Site1	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv12	0	Indv12	Case	Site1	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv142	0	Indv142	Control	Site1	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv1	0	Indv1	Control	Site2	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv91	0	Indv91	Case	Site1	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv123	0	Indv123	Control	Site1	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv70	0	Indv70	Control	Site1	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv95	0	Indv95	Control	Site1	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv151	0	Indv151	Control	Site1	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv76	0	Indv76	Control	Site2	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv153	0	Indv153	Case	Site1	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv78	0	Indv78	Control	Site2	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv132	0	Indv132	Control	Site1	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv60	0	Indv60	Case	Site2	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv115	0	Indv115	Case	Site2	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv117	0	Indv117	Case	Site1	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv120	0	Indv120	Control	Site2	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv143	0	Indv143	Case	Site1	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv145	0	Indv145	Control	Site2	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv92	0	Indv92	Control	Site1	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv147	0	Indv147	Control	Site1	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv149	0	Indv149	Case	Site2	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv50	0	Indv50	Control	Site2	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv98	0	Indv98	Control	Site1	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv77	0	Indv77	Control	Site2	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv154	0	Indv154	Control	Site1	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv79	0	Indv79	Case	Site2	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv80	0	Indv80	Case	Site1	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv112	0	Indv112	Case	Site1	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv114	0	Indv114	Control	Site2	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv61	0	Indv61	Control	Site2	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv88	0	Indv88	Control	Site1	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv118	0	Indv118	Control	Site2	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv146	0	Indv146	Case	Site2	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv93	0	Indv93	Control	Site1	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv148	0	Indv148	Case	Site2	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv51	0	Indv51	Case	Site2	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv30	0	Indv30	Case	Site2	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv47	0	Indv47	Case	Site2	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv155	0	Indv155	Case	Site2	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv26	0	Indv26	Case	Site1	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv36	0	Indv36	Control	Site1	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv81	0	Indv81	Case	Site1	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv38	0	Indv38	Case	Site1	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv62	0	Indv62	Control	Site2	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv41	0	Indv41	Case	Site1	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv66	0	Indv66	Control	Site2	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv22	0	Indv22	Case	Site1	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv94	0	Indv94	Case	Site1	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv150	0	Indv150	Control	Site1	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv21	0	Indv21	Case	Site1	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv3	0	Indv3	Case	Site2	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv31	0	Indv31	Control	Site2	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv4	0	Indv4	Case	Site2	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv156	0	Indv156	Control	Site2	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv27	0	Indv27	Control	Site1	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv45	0	Indv45	Case	Site2	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv161	0	Indv161	Case	Site1	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv40	0	Indv40	Control	Site1	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv28	0	Indv28	Case	Site1	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv67	0	Indv67	Case	Site2	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv46	0	Indv46	Control	Site2	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv16	0	Indv16	Control	Site1	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv29	0	Indv29	Control	Site2	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv157	0	Indv157	Control	Site1	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv159	0	Indv159	Control	Site1	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv2	0	Indv2	Case	Site2	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv158	0	Indv158	Case	Site1	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv18	0	Indv18	Control	Site1	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv19	0	Indv19	Case	Site1	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV125	Indv136	0	Indv136	Case	Site2	Bacteria	Firmicutes	Clostridia	<1%_Abundance
ASV125	Indv1	0	Indv1	Control	Site2	Bacteria	Firmicutes	Clostridia	<1%_Abundance
ASV125	Indv140	0	Indv140	Case	Site1	Bacteria	Firmicutes	Clostridia	<1%_Abundance
ASV125	Indv127	0	Indv127	Control	Site2	Bacteria	Firmicutes	Clostridia	<1%_Abundance
ASV125	Indv55	0	Indv55	Case	Site1	Bacteria	Firmicutes	Clostridia	<1%_Abundance
ASV125	Indv12	0	Indv12	Case	Site1	Bacteria	Firmicutes	Clostridia	<1%_Abundance
ASV125	Indv38	0	Indv38	Case	Site1	Bacteria	Firmicutes	Clostridia	<1%_Abundance
ASV125	Indv148	0	Indv148	Case	Site2	Bacteria	Firmicutes	Clostridia	<1%_Abundance
ASV125	Indv22	0	Indv22	Case	Site1	Bacteria	Firmicutes	Clostridia	<1%_Abundance
ASV125	Indv113	0	Indv113	Case	Site1	Bacteria	Firmicutes	Clostridia	<1%_Abundance
ASV125	Indv95	0	Indv95	Control	Site1	Bacteria	Firmicutes	Clostridia	<1%_Abundance
ASV125	Indv59	0	Indv59	Control	Site2	Bacteria	Firmicutes	Clostridia	<1%_Abundance
ASV125	Indv35	0	Indv35	Case	Site1	Bacteria	Firmicutes	Clostridia	<1%_Abundance
ASV125	Indv116	0	Indv116	Case	Site2	Bacteria	Firmicutes	Clostridia	<1%_Abundance
ASV125	Indv2	0	Indv2	Case	Site2	Bacteria	Firmicutes	Clostridia	<1%_Abundance
ASV125	Indv87	0	Indv87	Case	Site1	Bacteria	Firmicutes	Clostridia	<1%_Abundance
ASV137	Indv103	0	Indv103	Control	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv104	0	Indv104	Control	Site2	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv138	0	Indv138	Case	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv127	0	Indv127	Control	Site2	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv120	0	Indv120	Control	Site2	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv106	0	Indv106	Case	Site2	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv32	0	Indv32	Control	Site2	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv34	0	Indv34	Control	Site2	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv136	0	Indv136	Case	Site2	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv1	0	Indv1	Control	Site2	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv152	0	Indv152	Case	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv154	0	Indv154	Control	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv33	0	Indv33	Case	Site2	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv35	0	Indv35	Case	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv122	0	Indv122	Control	Site2	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv139	0	Indv139	Control	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv12	0	Indv12	Case	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv128	0	Indv128	Case	Site2	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv123	0	Indv123	Control	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv125	0	Indv125	Case	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv102	0	Indv102	Control	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv15	0	Indv15	Control	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv151	0	Indv151	Control	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv30	0	Indv30	Case	Site2	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv155	0	Indv155	Case	Site2	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv36	0	Indv36	Control	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv83	0	Indv83	Control	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv113	0	Indv113	Case	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv160	0	Indv160	Case	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv14	0	Indv14	Control	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv20	0	Indv20	Case	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv68	0	Indv68	Case	Site2	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv145	0	Indv145	Control	Site2	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv47	0	Indv47	Case	Site2	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv73	0	Indv73	Control	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv52	0	Indv52	Control	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv109	0	Indv109	Case	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv156	0	Indv156	Control	Site2	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv58	0	Indv58	Control	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv37	0	Indv37	Case	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv84	0	Indv84	Control	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv114	0	Indv114	Control	Site2	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv161	0	Indv161	Case	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv140	0	Indv140	Case	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv9	0	Indv9	Control	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv21	0	Indv21	Case	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv69	0	Indv69	Case	Site2	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv146	0	Indv146	Case	Site2	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv95	0	Indv95	Control	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv55	0	Indv55	Case	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv11	0	Indv11	Case	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv38	0	Indv38	Case	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv85	0	Indv85	Control	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv115	0	Indv115	Case	Site2	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv90	0	Indv90	Case	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv22	0	Indv22	Case	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv28	0	Indv28	Case	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv75	0	Indv75	Control	Site2	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv3	0	Indv3	Case	Site2	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv56	0	Indv56	Control	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv158	0	Indv158	Case	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv6	0	Indv6	Case	Site2	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv39	0	Indv39	Case	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv86	0	Indv86	Control	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv116	0	Indv116	Case	Site2	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv18	0	Indv18	Control	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv142	0	Indv142	Control	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv44	0	Indv44	Case	Site2	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv23	0	Indv23	Case	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv148	0	Indv148	Case	Site2	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv97	0	Indv97	Case	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv51	0	Indv51	Case	Site2	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv78	0	Indv78	Control	Site2	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv8	0	Indv8	Case	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv159	0	Indv159	Control	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv60	0	Indv60	Case	Site2	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv4	0	Indv4	Case	Site2	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv87	0	Indv87	Case	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv117	0	Indv117	Case	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv143	0	Indv143	Case	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv16	0	Indv16	Control	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv144	0	Indv144	Case	Site2	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv93	0	Indv93	Control	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv133	0	Indv133	Case	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv80	0	Indv80	Case	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv112	0	Indv112	Case	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv99	0	Indv99	Control	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv61	0	Indv61	Control	Site2	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv40	0	Indv40	Control	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv88	0	Indv88	Control	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv118	0	Indv118	Control	Site2	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv46	0	Indv46	Control	Site2	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv67	0	Indv67	Case	Site2	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv25	0	Indv25	Case	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv64	0	Indv64	Case	Site2	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv82	0	Indv82	Case	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv65	0	Indv65	Case	Site2	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV137	Indv63	0	Indv63	Control	Site2	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV19	Indv117	0	Indv117	Case	Site1	Bacteria	Fusobacteria	Fusobacteriia	<1%_Abundance
ASV19	Indv93	0	Indv93	Control	Site1	Bacteria	Fusobacteria	Fusobacteriia	<1%_Abundance
ASV2	Indv117	0	Indv117	Case	Site1	Bacteria	Firmicutes	Bacilli	<1%_Abundance
ASV2	Indv87	0	Indv87	Case	Site1	Bacteria	Firmicutes	Bacilli	<1%_Abundance
ASV279	Indv104	0	Indv104	Control	Site2	Bacteria	Saccharibacteria_(TM7)	Saccharibacteria_(TM7)_[C-1]	<1%_Abundance
ASV279	Indv130	0	Indv130	Control	Site1	Bacteria	Saccharibacteria_(TM7)	Saccharibacteria_(TM7)_[C-1]	<1%_Abundance
ASV279	Indv83	0	Indv83	Control	Site1	Bacteria	Saccharibacteria_(TM7)	Saccharibacteria_(TM7)_[C-1]	<1%_Abundance
ASV279	Indv107	0	Indv107	Control	Site1	Bacteria	Saccharibacteria_(TM7)	Saccharibacteria_(TM7)_[C-1]	<1%_Abundance
ASV279	Indv102	0	Indv102	Control	Site1	Bacteria	Saccharibacteria_(TM7)	Saccharibacteria_(TM7)_[C-1]	<1%_Abundance
ASV279	Indv119	0	Indv119	Control	Site2	Bacteria	Saccharibacteria_(TM7)	Saccharibacteria_(TM7)_[C-1]	<1%_Abundance
ASV279	Indv106	0	Indv106	Case	Site2	Bacteria	Saccharibacteria_(TM7)	Saccharibacteria_(TM7)_[C-1]	<1%_Abundance
ASV279	Indv145	0	Indv145	Control	Site2	Bacteria	Saccharibacteria_(TM7)	Saccharibacteria_(TM7)_[C-1]	<1%_Abundance
ASV279	Indv108	0	Indv108	Case	Site2	Bacteria	Saccharibacteria_(TM7)	Saccharibacteria_(TM7)_[C-1]	<1%_Abundance
ASV279	Indv132	0	Indv132	Control	Site1	Bacteria	Saccharibacteria_(TM7)	Saccharibacteria_(TM7)_[C-1]	<1%_Abundance
ASV279	Indv26	0	Indv26	Case	Site1	Bacteria	Saccharibacteria_(TM7)	Saccharibacteria_(TM7)_[C-1]	<1%_Abundance
ASV279	Indv113	0	Indv113	Case	Site1	Bacteria	Saccharibacteria_(TM7)	Saccharibacteria_(TM7)_[C-1]	<1%_Abundance
ASV279	Indv131	0	Indv131	Control	Site1	Bacteria	Saccharibacteria_(TM7)	Saccharibacteria_(TM7)_[C-1]	<1%_Abundance
ASV279	Indv133	0	Indv133	Case	Site1	Bacteria	Saccharibacteria_(TM7)	Saccharibacteria_(TM7)_[C-1]	<1%_Abundance
ASV279	Indv68	0	Indv68	Case	Site2	Bacteria	Saccharibacteria_(TM7)	Saccharibacteria_(TM7)_[C-1]	<1%_Abundance
