OTU	Sample	Abundance	SampleID	Group	Covariate	Kingdom	Phylum	Class	Order	Family	Genus
ASV164	Indv10	0	Indv10	Case	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv153	0	Indv153	Case	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv33	0	Indv33	Case	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv32	0	Indv32	Control	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv105	0	Indv105	Control	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv93	0	Indv93	Control	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv106	0	Indv106	Case	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv4	0	Indv4	Case	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv34	0	Indv34	Control	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv104	0	Indv104	Control	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv154	0	Indv154	Control	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv35	0	Indv35	Case	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv135	0	Indv135	Control	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv126	0	Indv126	Control	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv59	0	Indv59	Control	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv136	0	Indv136	Case	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv57	0	Indv57	Case	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv65	0	Indv65	Case	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv131	0	Indv131	Control	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv16	0	Indv16	Control	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv36	0	Indv36	Control	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv100	0	Indv100	Control	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv138	0	Indv138	Case	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv60	0	Indv60	Case	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv6	0	Indv6	Case	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv11	0	Indv11	Case	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv94	0	Indv94	Case	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv58	0	Indv58	Control	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv40	0	Indv40	Control	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv123	0	Indv123	Control	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv62	0	Indv62	Control	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv101	0	Indv101	Control	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv155	0	Indv155	Case	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv137	0	Indv137	Case	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv17	0	Indv17	Case	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv127	0	Indv127	Control	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv86	0	Indv86	Control	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv84	0	Indv84	Control	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv66	0	Indv66	Control	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv132	0	Indv132	Control	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv157	0	Indv157	Control	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv38	0	Indv38	Case	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv63	0	Indv63	Control	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv129	0	Indv129	Case	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv120	0	Indv120	Control	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv61	0	Indv61	Control	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv128	0	Indv128	Case	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv119	0	Indv119	Control	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv118	0	Indv118	Control	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv85	0	Indv85	Control	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv116	0	Indv116	Case	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv83	0	Indv83	Control	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv124	0	Indv124	Case	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv158	0	Indv158	Case	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv55	0	Indv55	Case	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv139	0	Indv139	Control	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv19	0	Indv19	Case	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv18	0	Indv18	Control	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv110	0	Indv110	Case	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv95	0	Indv95	Control	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv41	0	Indv41	Case	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv67	0	Indv67	Case	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv39	0	Indv39	Case	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv64	0	Indv64	Case	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv130	0	Indv130	Control	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv156	0	Indv156	Control	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv89	0	Indv89	Case	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv88	0	Indv88	Control	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv12	0	Indv12	Case	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv87	0	Indv87	Case	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv144	0	Indv144	Case	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv117	0	Indv117	Case	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv76	0	Indv76	Control	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv125	0	Indv125	Case	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv159	0	Indv159	Control	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv30	0	Indv30	Case	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv122	0	Indv122	Control	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv28	0	Indv28	Case	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv27	0	Indv27	Control	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv111	0	Indv111	Control	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv145	0	Indv145	Control	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv43	0	Indv43	Control	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv42	0	Indv42	Case	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv68	0	Indv68	Case	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv75	0	Indv75	Control	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv150	0	Indv150	Control	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv48	0	Indv48	Case	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv47	0	Indv47	Case	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv14	0	Indv14	Control	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv2	0	Indv2	Case	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv45	0	Indv45	Case	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv8	0	Indv8	Case	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv26	0	Indv26	Case	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv51	0	Indv51	Case	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv77	0	Indv77	Control	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv143	0	Indv143	Case	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv92	0	Indv92	Control	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv91	0	Indv91	Case	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv90	0	Indv90	Case	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv149	0	Indv149	Case	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv9	0	Indv9	Control	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv54	0	Indv54	Control	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv112	0	Indv112	Case	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv146	0	Indv146	Case	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv44	0	Indv44	Case	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv7	0	Indv7	Case	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv69	0	Indv69	Case	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv24	0	Indv24	Control	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv49	0	Indv49	Control	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv74	0	Indv74	Control	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv115	0	Indv115	Case	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv140	0	Indv140	Case	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv29	0	Indv29	Control	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv46	0	Indv46	Control	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv97	0	Indv97	Case	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv52	0	Indv52	Control	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv78	0	Indv78	Control	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv21	0	Indv21	Case	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv5	0	Indv5	Control	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv142	0	Indv142	Control	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv113	0	Indv113	Case	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv147	0	Indv147	Control	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv20	0	Indv20	Case	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv81	0	Indv81	Case	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv79	0	Indv79	Case	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv99	0	Indv99	Control	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv71	0	Indv71	Case	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv70	0	Indv70	Control	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv22	0	Indv22	Case	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv50	0	Indv50	Control	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv98	0	Indv98	Control	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv73	0	Indv73	Control	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV164	Indv148	0	Indv148	Case	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV17	Indv109	0	Indv109	Case	Site1	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	<1%_Abundance
ASV18	Indv151	0	Indv151	Control	Site1	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	<1%_Abundance
ASV18	Indv143	0	Indv143	Case	Site1	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	<1%_Abundance
ASV18	Indv35	0	Indv35	Case	Site1	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	<1%_Abundance
ASV18	Indv116	0	Indv116	Case	Site2	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	<1%_Abundance
ASV18	Indv21	0	Indv21	Case	Site1	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	<1%_Abundance
ASV18	Indv84	0	Indv84	Control	Site1	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	<1%_Abundance
ASV18	Indv117	0	Indv117	Case	Site1	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	<1%_Abundance
ASV18	Indv22	0	Indv22	Case	Site1	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	<1%_Abundance
ASV18	Indv161	0	Indv161	Case	Site1	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	<1%_Abundance
ASV18	Indv109	0	Indv109	Case	Site1	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	<1%_Abundance
ASV18	Indv4	0	Indv4	Case	Site2	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	<1%_Abundance
ASV18	Indv38	0	Indv38	Case	Site1	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	<1%_Abundance
ASV18	Indv87	0	Indv87	Case	Site1	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	<1%_Abundance
ASV18	Indv93	0	Indv93	Control	Site1	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	<1%_Abundance
ASV18	Indv97	0	Indv97	Case	Site1	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	<1%_Abundance
ASV18	Indv20	0	Indv20	Case	Site1	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	<1%_Abundance
ASV18	Indv140	0	Indv140	Case	Site1	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	<1%_Abundance
ASV19	Indv54	0	Indv54	Control	Site1	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	<1%_Abundance
ASV19	Indv117	0	Indv117	Case	Site1	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	<1%_Abundance
ASV19	Indv137	0	Indv137	Case	Site2	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	<1%_Abundance
ASV19	Indv93	0	Indv93	Control	Site1	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	<1%_Abundance
ASV196	Indv109	0	Indv109	Case	Site1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	<1%_Abundance
ASV196	Indv6	0	Indv6	Case	Site2	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	<1%_Abundance
ASV196	Indv57	0	Indv57	Case	Site1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	<1%_Abundance
ASV196	Indv85	0	Indv85	Control	Site1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	<1%_Abundance
ASV196	Indv100	0	Indv100	Control	Site1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	<1%_Abundance
ASV196	Indv126	0	Indv126	Control	Site1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	<1%_Abundance
ASV196	Indv11	0	Indv11	Case	Site1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	<1%_Abundance
ASV196	Indv101	0	Indv101	Control	Site1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	<1%_Abundance
ASV196	Indv151	0	Indv151	Control	Site1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	<1%_Abundance
ASV196	Indv16	0	Indv16	Control	Site1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	<1%_Abundance
ASV196	Indv4	0	Indv4	Case	Site2	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	<1%_Abundance
ASV196	Indv130	0	Indv130	Control	Site1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	<1%_Abundance
ASV196	Indv106	0	Indv106	Case	Site2	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	<1%_Abundance
ASV196	Indv102	0	Indv102	Control	Site1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	<1%_Abundance
ASV196	Indv128	0	Indv128	Case	Site2	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	<1%_Abundance
ASV196	Indv127	0	Indv127	Control	Site2	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	<1%_Abundance
ASV196	Indv60	0	Indv60	Case	Site2	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	<1%_Abundance
ASV196	Indv86	0	Indv86	Control	Site1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	<1%_Abundance
ASV196	Indv160	0	Indv160	Case	Site1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	<1%_Abundance
ASV196	Indv107	0	Indv107	Control	Site1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	<1%_Abundance
ASV196	Indv131	0	Indv131	Control	Site1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	<1%_Abundance
ASV196	Indv13	0	Indv13	Case	Site1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	<1%_Abundance
ASV196	Indv89	0	Indv89	Case	Site1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	<1%_Abundance
ASV196	Indv88	0	Indv88	Control	Site1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	<1%_Abundance
ASV196	Indv136	0	Indv136	Case	Site2	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	<1%_Abundance
ASV196	Indv152	0	Indv152	Case	Site1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	<1%_Abundance
ASV196	Indv1	0	Indv1	Control	Site2	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	<1%_Abundance
ASV196	Indv159	0	Indv159	Control	Site1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	<1%_Abundance
ASV196	Indv157	0	Indv157	Control	Site1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	<1%_Abundance
ASV196	Indv61	0	Indv61	Control	Site2	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	<1%_Abundance
ASV196	Indv87	0	Indv87	Case	Site1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	<1%_Abundance
ASV196	Indv161	0	Indv161	Case	Site1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	<1%_Abundance
ASV196	Indv33	0	Indv33	Case	Site2	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	<1%_Abundance
ASV196	Indv59	0	Indv59	Control	Site2	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	<1%_Abundance
ASV196	Indv125	0	Indv125	Case	Site1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	<1%_Abundance
ASV196	Indv150	0	Indv150	Control	Site1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	<1%_Abundance
ASV196	Indv158	0	Indv158	Case	Site1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	<1%_Abundance
ASV196	Indv121	0	Indv121	Case	Site2	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	<1%_Abundance
ASV196	Indv155	0	Indv155	Case	Site2	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	<1%_Abundance
ASV196	Indv52	0	Indv52	Control	Site1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	<1%_Abundance
ASV196	Indv153	0	Indv153	Case	Site1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	<1%_Abundance
ASV196	Indv10	0	Indv10	Case	Site1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	<1%_Abundance
ASV196	Indv114	0	Indv114	Control	Site2	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	<1%_Abundance
ASV196	Indv113	0	Indv113	Case	Site1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	<1%_Abundance
