OTU	Sample	Abundance	SampleID	Group	Covariate	Kingdom	Phylum	Class	Order	Family	Genus
ASV1	Indv87	0.810074626865672	Indv87	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV1	Indv127	0.788929517084857	Indv127	Control	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV1	Indv117	0.656407877100732	Indv117	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV1	Indv155	0.531992532247115	Indv155	Case	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV1	Indv12	0.527698897819704	Indv12	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV1	Indv92	0.509116071965822	Indv92	Control	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV1	Indv140	0.501266419273134	Indv140	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV1	Indv79	0.450307579434505	Indv79	Case	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV3	Indv116	0.437216338880484	Indv116	Case	Site2	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
ASV1	Indv33	0.435459289705814	Indv33	Case	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV1	Indv61	0.417290336781862	Indv61	Control	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV17	Indv138	0.404055150040551	Indv138	Case	Site1	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bergeyella
ASV1	Indv128	0.384859961658952	Indv128	Case	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV1	Indv75	0.367795287876424	Indv75	Control	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV1	Indv158	0.365647337478323	Indv158	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV1	Indv136	0.355849835985907	Indv136	Case	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV3	Indv28	0.348286042315893	Indv28	Case	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
ASV3	Indv76	0.346266166040884	Indv76	Control	Site2	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
ASV1	Indv137	0.337713123729079	Indv137	Case	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV1	Indv143	0.336661073825503	Indv143	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV1	Indv69	0.326557058394752	Indv69	Case	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV1	Indv97	0.32520920502092	Indv97	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV1	Indv141	0.324019376181474	Indv141	Case	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV1	Indv130	0.321917372207015	Indv130	Control	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV17	Indv4	0.320495778695886	Indv4	Case	Site2	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bergeyella
ASV3	Indv147	0.31496440854195	Indv147	Control	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
ASV1	Indv159	0.313799735545138	Indv159	Control	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV1	Indv116	0.306704549647614	Indv116	Case	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV1	Indv113	0.305078849721707	Indv113	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV1	Indv151	0.304573051857628	Indv151	Control	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV1	Indv120	0.301190165928243	Indv120	Control	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV1	Indv11	0.294323215083912	Indv11	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV1	Indv90	0.293963658761934	Indv90	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV4	Indv95	0.291231343283582	Indv95	Control	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella
ASV1	Indv30	0.290880872877769	Indv30	Case	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV1	Indv49	0.287659123055163	Indv49	Control	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV3	Indv68	0.286339241419745	Indv68	Case	Site2	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
ASV4	Indv52	0.279251044680167	Indv52	Control	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella
ASV1	Indv133	0.276417838099855	Indv133	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV11	Indv6	0.273904885617378	Indv6	Case	Site2	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ASV4	Indv109	0.273347001537673	Indv109	Case	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella
ASV4	Indv93	0.271485486624929	Indv93	Control	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella
ASV4	Indv160	0.26866424172579	Indv160	Case	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella
ASV3	Indv95	0.26767723880597	Indv95	Control	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
ASV1	Indv55	0.265768850338583	Indv55	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV2	Indv35	0.265662433133143	Indv35	Case	Site1	Bacteria	Firmicutes	Bacilli	Bacillales	Gemellaceae	Gemella
ASV1	Indv89	0.264621676891616	Indv89	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV3	Indv48	0.263466287197087	Indv48	Case	Site2	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
ASV3	Indv24	0.262987012987013	Indv24	Control	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
ASV1	Indv20	0.262793447052863	Indv20	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV1	Indv100	0.262439186200796	Indv100	Control	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV46	Indv12	0.261250421138759	Indv12	Case	Site1	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Rothia
ASV4	Indv33	0.260841453840115	Indv33	Case	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella
ASV3	Indv126	0.256952682219586	Indv126	Control	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
ASV9	Indv46	0.256390001692716	Indv46	Control	Site2	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
ASV4	Indv140	0.256287918949167	Indv140	Case	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella
ASV3	Indv81	0.255320943571288	Indv81	Case	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
ASV11	Indv23	0.254778847495465	Indv23	Case	Site1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ASV1	Indv156	0.253207824989483	Indv156	Control	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV4	Indv37	0.252012128925991	Indv37	Case	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella
ASV1	Indv68	0.249853425337122	Indv68	Case	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV1	Indv112	0.249374895815969	Indv112	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV1	Indv95	0.248507462686567	Indv95	Control	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV4	Indv21	0.24816227784498	Indv21	Case	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella
ASV3	Indv27	0.247735059002665	Indv27	Control	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
ASV4	Indv113	0.246869202226345	Indv113	Case	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella
ASV1	Indv32	0.246173015307939	Indv32	Control	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV1	Indv93	0.245873648264087	Indv93	Control	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV1	Indv114	0.245859386186817	Indv114	Control	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV3	Indv139	0.245761741122566	Indv139	Control	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
ASV4	Indv158	0.24434293448378	Indv158	Case	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella
ASV3	Indv29	0.239275310267768	Indv29	Control	Site2	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
ASV9	Indv43	0.239056193728656	Indv43	Control	Site2	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
ASV46	Indv117	0.238890607279101	Indv117	Case	Site1	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Rothia
ASV1	Indv115	0.23784911135292	Indv115	Case	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV3	Indv104	0.236448911222781	Indv104	Control	Site2	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
ASV9	Indv75	0.23632391948822	Indv75	Control	Site2	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
ASV1	Indv91	0.235431131019037	Indv91	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV1	Indv39	0.235054591014856	Indv39	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV3	Indv16	0.234699103713188	Indv16	Control	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
ASV1	Indv47	0.233072962275386	Indv47	Case	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV3	Indv41	0.231746298788694	Indv41	Case	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
ASV6	Indv57	0.230397632921711	Indv57	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella
ASV3	Indv83	0.229693383539537	Indv83	Control	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
ASV4	Indv153	0.228148911124191	Indv153	Case	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella
ASV3	Indv45	0.227611796080856	Indv45	Case	Site2	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
ASV9	Indv45	0.227070691454412	Indv45	Case	Site2	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
ASV4	Indv3	0.226293365794279	Indv3	Case	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella
ASV3	Indv155	0.225347929395791	Indv155	Case	Site2	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
ASV1	Indv35	0.225296183256211	Indv35	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV1	Indv101	0.225272344639762	Indv101	Control	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV3	Indv59	0.224595165454119	Indv59	Control	Site2	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
ASV1	Indv57	0.224298783249298	Indv57	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV4	Indv9	0.223867703319758	Indv9	Control	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella
ASV4	Indv151	0.221188659277001	Indv151	Control	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella
ASV3	Indv79	0.220892826908968	Indv79	Case	Site2	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
ASV4	Indv22	0.220318477585587	Indv22	Case	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella
ASV1	Indv99	0.217231386535889	Indv99	Control	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV1	Indv94	0.216836978321077	Indv94	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV1	Indv161	0.216790648246546	Indv161	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV1	Indv6	0.215955834596233	Indv6	Case	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV19	Indv78	0.215183445474165	Indv78	Control	Site2	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia
ASV3	Indv73	0.214682572105564	Indv73	Control	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
ASV4	Indv65	0.214331783156251	Indv65	Case	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella
ASV4	Indv128	0.212746060691074	Indv128	Case	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella
ASV19	Indv96	0.209997229588	Indv96	Control	Site1	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia
ASV3	Indv69	0.209605572203774	Indv69	Case	Site2	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
ASV4	Indv144	0.209431653876098	Indv144	Case	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella
ASV3	Indv77	0.209376372419851	Indv77	Control	Site2	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
ASV1	Indv96	0.209324415245181	Indv96	Control	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV3	Indv71	0.208582076051956	Indv71	Case	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
ASV6	Indv138	0.208542849418762	Indv138	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella
ASV3	Indv148	0.208124447065762	Indv148	Case	Site2	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
ASV1	Indv122	0.206243126639032	Indv122	Control	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV3	Indv131	0.205870120610778	Indv131	Control	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
ASV1	Indv106	0.205450581395349	Indv106	Case	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV3	Indv149	0.203413407522337	Indv149	Case	Site2	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
ASV19	Indv154	0.202843324051004	Indv154	Control	Site1	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia
ASV3	Indv61	0.202564384767775	Indv61	Control	Site2	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
ASV1	Indv121	0.202193375111907	Indv121	Case	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV1	Indv38	0.202148864796538	Indv38	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV3	Indv146	0.20161053312173	Indv146	Case	Site2	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
ASV2	Indv44	0.200646725949879	Indv44	Case	Site2	Bacteria	Firmicutes	Bacilli	Bacillales	Gemellaceae	Gemella
ASV1	Indv46	0.20036111267844	Indv46	Control	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV4	Indv112	0.19986664444074	Indv112	Case	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella
ASV4	Indv38	0.199718022266518	Indv38	Case	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella
ASV1	Indv142	0.199690701720472	Indv142	Control	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV1	Indv111	0.199225110898984	Indv111	Control	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV3	Indv65	0.199124206524322	Indv65	Case	Site2	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
ASV1	Indv63	0.199039576088756	Indv63	Control	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV3	Indv13	0.198770226537217	Indv13	Case	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
ASV1	Indv160	0.198509021500342	Indv160	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV19	Indv145	0.198419744318182	Indv145	Control	Site2	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia
ASV4	Indv150	0.198306787200459	Indv150	Control	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella
ASV3	Indv133	0.198073194377121	Indv133	Case	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
ASV4	Indv82	0.197362718999567	Indv82	Case	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella
ASV4	Indv20	0.197179530484715	Indv20	Case	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella
ASV1	Indv4	0.196443326746901	Indv4	Case	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV9	Indv125	0.195867139959432	Indv125	Case	Site1	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
ASV3	Indv10	0.195685120798788	Indv10	Case	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
ASV1	Indv13	0.195177993527508	Indv13	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV1	Indv102	0.194911374190595	Indv102	Control	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV2	Indv49	0.194719471947195	Indv49	Control	Site2	Bacteria	Firmicutes	Bacilli	Bacillales	Gemellaceae	Gemella
ASV4	Indv6	0.194703038175651	Indv6	Case	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella
ASV3	Indv85	0.194473891187635	Indv85	Control	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
ASV3	Indv132	0.194457930313329	Indv132	Control	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
ASV3	Indv23	0.194363052881261	Indv23	Case	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
ASV6	Indv68	0.193478554999324	Indv68	Case	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella
ASV3	Indv55	0.191166400365213	Indv55	Case	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
ASV3	Indv157	0.190044830614226	Indv157	Control	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
ASV4	Indv134	0.189855805717177	Indv134	Control	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella
ASV4	Indv133	0.18952981095492	Indv133	Case	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella
ASV3	Indv8	0.189044308568557	Indv8	Case	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
ASV4	Indv53	0.189036760529092	Indv53	Case	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella
ASV1	Indv125	0.187183062880325	Indv125	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV11	Indv3	0.186853317102861	Indv3	Case	Site2	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ASV6	Indv81	0.186830488936374	Indv81	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella
ASV9	Indv15	0.186432766735385	Indv15	Control	Site1	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
ASV1	Indv3	0.186163522012579	Indv3	Case	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV4	Indv141	0.185905009451796	Indv141	Case	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella
ASV9	Indv148	0.185638454733117	Indv148	Case	Site2	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
ASV1	Indv44	0.185286984640259	Indv44	Case	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV17	Indv54	0.184982071292976	Indv54	Control	Site1	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bergeyella
ASV4	Indv106	0.184811046511628	Indv106	Case	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella
ASV1	Indv22	0.184645064251381	Indv22	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV2	Indv47	0.183859329573715	Indv47	Case	Site2	Bacteria	Firmicutes	Bacilli	Bacillales	Gemellaceae	Gemella
ASV4	Indv97	0.183786610878661	Indv97	Case	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella
ASV3	Indv49	0.183462989156058	Indv49	Control	Site2	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
ASV4	Indv1	0.183041722745626	Indv1	Control	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella
ASV1	Indv52	0.18297974927676	Indv52	Control	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV4	Indv84	0.182584984548264	Indv84	Control	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella
ASV3	Indv40	0.182308180088776	Indv40	Control	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
ASV3	Indv156	0.182162389566681	Indv156	Control	Site2	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
ASV9	Indv130	0.181424661022344	Indv130	Control	Site1	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
ASV4	Indv2	0.181347938536437	Indv2	Case	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella
ASV6	Indv39	0.181000536960802	Indv39	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella
ASV9	Indv54	0.180201082753287	Indv54	Control	Site1	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
ASV9	Indv129	0.180185543483653	Indv129	Case	Site2	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
ASV9	Indv124	0.179621057164388	Indv124	Case	Site1	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
ASV3	Indv142	0.177846510728784	Indv142	Control	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
ASV3	Indv120	0.177482408131353	Indv120	Control	Site2	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
ASV19	Indv101	0.177333498390691	Indv101	Control	Site1	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia
ASV4	Indv44	0.177256804095931	Indv44	Case	Site2	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella
ASV4	Indv143	0.177097315436242	Indv143	Case	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella
ASV3	Indv112	0.176779463243874	Indv112	Case	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
