OTU	Sample	Abundance	SampleID	Group	Covariate	Kingdom	Phylum
ASV279	Indv43	0	Indv43	Control	Site2	Bacteria	<1%_Abundance
ASV279	Indv90	0	Indv90	Case	Site1	Bacteria	<1%_Abundance
ASV279	Indv28	0	Indv28	Case	Site1	Bacteria	<1%_Abundance
ASV279	Indv75	0	Indv75	Control	Site2	Bacteria	<1%_Abundance
ASV279	Indv158	0	Indv158	Case	Site1	Bacteria	<1%_Abundance
ASV279	Indv6	0	Indv6	Case	Site2	Bacteria	<1%_Abundance
ASV279	Indv142	0	Indv142	Control	Site1	Bacteria	<1%_Abundance
ASV279	Indv44	0	Indv44	Case	Site2	Bacteria	<1%_Abundance
ASV279	Indv91	0	Indv91	Case	Site1	Bacteria	<1%_Abundance
ASV279	Indv29	0	Indv29	Control	Site2	Bacteria	<1%_Abundance
ASV279	Indv76	0	Indv76	Control	Site2	Bacteria	<1%_Abundance
ASV279	Indv159	0	Indv159	Control	Site1	Bacteria	<1%_Abundance
ASV279	Indv143	0	Indv143	Case	Site1	Bacteria	<1%_Abundance
ASV279	Indv45	0	Indv45	Case	Site2	Bacteria	<1%_Abundance
ASV279	Indv92	0	Indv92	Control	Site1	Bacteria	<1%_Abundance
ASV279	Indv61	0	Indv61	Control	Site2	Bacteria	<1%_Abundance
ASV279	Indv144	0	Indv144	Case	Site2	Bacteria	<1%_Abundance
ASV279	Indv46	0	Indv46	Control	Site2	Bacteria	<1%_Abundance
ASV279	Indv93	0	Indv93	Control	Site1	Bacteria	<1%_Abundance
ASV279	Indv30	0	Indv30	Case	Site2	Bacteria	<1%_Abundance
ASV279	Indv78	0	Indv78	Control	Site2	Bacteria	<1%_Abundance
ASV279	Indv160	0	Indv160	Case	Site1	Bacteria	<1%_Abundance
ASV279	Indv145	0	Indv145	Control	Site2	Bacteria	<1%_Abundance
ASV279	Indv47	0	Indv47	Case	Site2	Bacteria	<1%_Abundance
ASV279	Indv94	0	Indv94	Case	Site1	Bacteria	<1%_Abundance
ASV279	Indv31	0	Indv31	Control	Site2	Bacteria	<1%_Abundance
ASV279	Indv161	0	Indv161	Case	Site1	Bacteria	<1%_Abundance
ASV279	Indv63	0	Indv63	Control	Site2	Bacteria	<1%_Abundance
ASV279	Indv146	0	Indv146	Case	Site2	Bacteria	<1%_Abundance
ASV279	Indv48	0	Indv48	Case	Site2	Bacteria	<1%_Abundance
ASV279	Indv32	0	Indv32	Control	Site2	Bacteria	<1%_Abundance
ASV279	Indv8	0	Indv8	Case	Site1	Bacteria	<1%_Abundance
ASV279	Indv147	0	Indv147	Control	Site1	Bacteria	<1%_Abundance
ASV279	Indv49	0	Indv49	Control	Site2	Bacteria	<1%_Abundance
ASV279	Indv96	0	Indv96	Control	Site1	Bacteria	<1%_Abundance
ASV279	Indv80	0	Indv80	Case	Site1	Bacteria	<1%_Abundance
ASV279	Indv18	0	Indv18	Control	Site1	Bacteria	<1%_Abundance
ASV279	Indv148	0	Indv148	Case	Site2	Bacteria	<1%_Abundance
ASV279	Indv81	0	Indv81	Case	Site1	Bacteria	<1%_Abundance
ASV279	Indv19	0	Indv19	Case	Site1	Bacteria	<1%_Abundance
ASV279	Indv66	0	Indv66	Control	Site2	Bacteria	<1%_Abundance
ASV279	Indv149	0	Indv149	Case	Site2	Bacteria	<1%_Abundance
ASV279	Indv50	0	Indv50	Control	Site2	Bacteria	<1%_Abundance
ASV279	Indv98	0	Indv98	Control	Site1	Bacteria	<1%_Abundance
ASV279	Indv35	0	Indv35	Case	Site1	Bacteria	<1%_Abundance
ASV279	Indv82	0	Indv82	Case	Site1	Bacteria	<1%_Abundance
ASV279	Indv67	0	Indv67	Case	Site2	Bacteria	<1%_Abundance
ASV279	Indv51	0	Indv51	Case	Site2	Bacteria	<1%_Abundance
ASV279	Indv99	0	Indv99	Control	Site1	Bacteria	<1%_Abundance
