OTU	Sample	Abundance	SampleID	Group	Covariate	Kingdom	Phylum
ASV19	Indv119	0.157354679273665	Indv119	Control	Site2	Bacteria	Fusobacteria
ASV13	Indv73	0.156916414739766	Indv73	Control	Site1	Bacteria	Bacteroidetes
ASV13	Indv142	0.15664669115278	Indv142	Control	Site1	Bacteria	Bacteroidetes
ASV19	Indv17	0.15620749951428	Indv17	Case	Site1	Bacteria	Fusobacteria
ASV19	Indv107	0.155208271436211	Indv107	Control	Site1	Bacteria	Fusobacteria
ASV13	Indv141	0.155127599243856	Indv141	Case	Site2	Bacteria	Bacteroidetes
ASV13	Indv58	0.155048252135631	Indv58	Control	Site1	Bacteria	Bacteroidetes
ASV19	Indv62	0.153313976413234	Indv62	Control	Site2	Bacteria	Fusobacteria
ASV13	Indv120	0.153201285726696	Indv120	Control	Site2	Bacteria	Bacteroidetes
ASV19	Indv14	0.153067609849	Indv14	Control	Site1	Bacteria	Fusobacteria
ASV19	Indv103	0.15293935163642	Indv103	Control	Site1	Bacteria	Fusobacteria
ASV3	Indv60	0.152811973564857	Indv60	Case	Site2	Bacteria	Proteobacteria
ASV19	Indv67	0.152650281314776	Indv67	Case	Site2	Bacteria	Fusobacteria
ASV13	Indv15	0.151892333424093	Indv15	Control	Site1	Bacteria	Bacteroidetes
ASV3	Indv84	0.149900018178513	Indv84	Control	Site1	Bacteria	Proteobacteria
ASV3	Indv38	0.149788516699888	Indv38	Case	Site1	Bacteria	Proteobacteria
ASV3	Indv144	0.149260371482594	Indv144	Case	Site2	Bacteria	Proteobacteria
ASV19	Indv132	0.149045822907719	Indv132	Control	Site1	Bacteria	Fusobacteria
ASV19	Indv135	0.147801880350859	Indv135	Control	Site2	Bacteria	Fusobacteria
ASV19	Indv118	0.147719044170891	Indv118	Control	Site2	Bacteria	Fusobacteria
ASV13	Indv123	0.146085765462017	Indv123	Control	Site1	Bacteria	Bacteroidetes
ASV13	Indv101	0.144249814310473	Indv101	Control	Site1	Bacteria	Bacteroidetes
ASV13	Indv95	0.143190298507463	Indv95	Control	Site1	Bacteria	Bacteroidetes
ASV19	Indv161	0.142208482272244	Indv161	Case	Site1	Bacteria	Fusobacteria
ASV13	Indv102	0.141801295048728	Indv102	Control	Site1	Bacteria	Bacteroidetes
ASV19	Indv7	0.1394073284071	Indv7	Case	Site1	Bacteria	Fusobacteria
ASV19	Indv41	0.138038358008075	Indv41	Case	Site1	Bacteria	Fusobacteria
ASV3	Indv137	0.137728765837635	Indv137	Case	Site2	Bacteria	Proteobacteria
ASV19	Indv27	0.136086791016368	Indv27	Control	Site1	Bacteria	Fusobacteria
ASV19	Indv63	0.136082132803444	Indv63	Control	Site2	Bacteria	Fusobacteria
ASV19	Indv115	0.135881392818281	Indv115	Case	Site2	Bacteria	Fusobacteria
ASV46	Indv127	0.135733198839995	Indv127	Control	Site2	Bacteria	Actinobacteria
ASV13	Indv159	0.135653323716793	Indv159	Control	Site1	Bacteria	Bacteroidetes
ASV19	Indv122	0.13543693426952	Indv122	Control	Site2	Bacteria	Fusobacteria
ASV13	Indv13	0.135016181229773	Indv13	Case	Site1	Bacteria	Bacteroidetes
ASV3	Indv109	0.134648898001025	Indv109	Case	Site1	Bacteria	Proteobacteria
ASV19	Indv129	0.134394999255842	Indv129	Case	Site2	Bacteria	Fusobacteria
ASV13	Indv140	0.134063733286211	Indv140	Case	Site1	Bacteria	Bacteroidetes
ASV3	Indv11	0.133772197163639	Indv11	Case	Site1	Bacteria	Proteobacteria
ASV19	Indv50	0.133553729618693	Indv50	Control	Site2	Bacteria	Fusobacteria
ASV3	Indv136	0.132486939618515	Indv136	Case	Site2	Bacteria	Proteobacteria
ASV19	Indv91	0.132138857782755	Indv91	Case	Site1	Bacteria	Fusobacteria
ASV19	Indv134	0.132093768445906	Indv134	Control	Site2	Bacteria	Fusobacteria
ASV19	Indv82	0.131121153965208	Indv82	Case	Site1	Bacteria	Fusobacteria
ASV13	Indv112	0.130938489748291	Indv112	Case	Site1	Bacteria	Bacteroidetes
ASV3	Indv32	0.130829476682093	Indv32	Control	Site2	Bacteria	Proteobacteria
ASV19	Indv19	0.129642274009203	Indv19	Case	Site1	Bacteria	Fusobacteria
ASV19	Indv60	0.129519243229234	Indv60	Case	Site2	Bacteria	Fusobacteria
ASV13	Indv130	0.129225284868547	Indv130	Control	Site1	Bacteria	Bacteroidetes
ASV19	Indv102	0.127084832232324	Indv102	Control	Site1	Bacteria	Fusobacteria
ASV13	Indv100	0.123894294559929	Indv100	Control	Site1	Bacteria	Bacteroidetes
ASV19	Indv36	0.123324026207392	Indv36	Control	Site1	Bacteria	Fusobacteria
ASV3	Indv35	0.123133471169309	Indv35	Case	Site1	Bacteria	Proteobacteria
ASV13	Indv53	0.122697395114826	Indv53	Case	Site1	Bacteria	Bacteroidetes
ASV3	Indv153	0.121027074749853	Indv153	Case	Site1	Bacteria	Proteobacteria
ASV19	Indv100	0.120908889871738	Indv100	Control	Site1	Bacteria	Fusobacteria
ASV19	Indv29	0.11995690171196	Indv29	Control	Site2	Bacteria	Fusobacteria
ASV3	Indv30	0.118562761604665	Indv30	Case	Site2	Bacteria	Proteobacteria
ASV13	Indv153	0.118378457916421	Indv153	Case	Site1	Bacteria	Bacteroidetes
ASV3	Indv113	0.116941094619666	Indv113	Case	Site1	Bacteria	Proteobacteria
ASV13	Indv158	0.116271200778243	Indv158	Case	Site1	Bacteria	Bacteroidetes
ASV19	Indv34	0.116246400224766	Indv34	Control	Site2	Bacteria	Fusobacteria
ASV3	Indv96	0.116238572050501	Indv96	Control	Site1	Bacteria	Proteobacteria
ASV19	Indv94	0.1158437589533	Indv94	Case	Site1	Bacteria	Fusobacteria
ASV19	Indv121	0.11490599820949	Indv121	Case	Site2	Bacteria	Fusobacteria
ASV19	Indv40	0.113224829141126	Indv40	Control	Site1	Bacteria	Fusobacteria
ASV3	Indv57	0.112224872437426	Indv57	Case	Site1	Bacteria	Proteobacteria
ASV19	Indv108	0.110732025487933	Indv108	Case	Site2	Bacteria	Fusobacteria
ASV13	Indv47	0.110231531752426	Indv47	Case	Site2	Bacteria	Bacteroidetes
ASV46	Indv46	0.109123737516222	Indv46	Control	Site2	Bacteria	Actinobacteria
ASV13	Indv52	0.108486017357763	Indv52	Control	Site1	Bacteria	Bacteroidetes
ASV46	Indv11	0.105774310211711	Indv11	Case	Site1	Bacteria	Actinobacteria
ASV19	Indv104	0.104723618090452	Indv104	Control	Site2	Bacteria	Fusobacteria
ASV13	Indv45	0.104587794225641	Indv45	Case	Site2	Bacteria	Bacteroidetes
ASV19	Indv53	0.104479428710541	Indv53	Case	Site1	Bacteria	Fusobacteria
ASV19	Indv70	0.103372580323289	Indv70	Control	Site1	Bacteria	Fusobacteria
ASV19	Indv151	0.102545535565087	Indv151	Control	Site1	Bacteria	Fusobacteria
ASV19	Indv3	0.102454858997768	Indv3	Case	Site2	Bacteria	Fusobacteria
ASV19	Indv48	0.101912694094505	Indv48	Case	Site2	Bacteria	Fusobacteria
ASV3	Indv90	0.101324299353249	Indv90	Case	Site1	Bacteria	Proteobacteria
ASV13	Indv116	0.101177078336593	Indv116	Case	Site2	Bacteria	Bacteroidetes
ASV13	Indv92	0.100968770684157	Indv92	Control	Site1	Bacteria	Bacteroidetes
ASV3	Indv20	0.100278669143726	Indv20	Case	Site1	Bacteria	Proteobacteria
ASV3	Indv138	0.0985131116517978	Indv138	Case	Site1	Bacteria	Proteobacteria
ASV19	Indv130	0.0980966325036603	Indv130	Control	Site1	Bacteria	Fusobacteria
ASV19	Indv61	0.0978428351309707	Indv61	Control	Site2	Bacteria	Fusobacteria
ASV13	Indv76	0.0966485885134196	Indv76	Control	Site2	Bacteria	Bacteroidetes
ASV13	Indv38	0.0963585978900287	Indv38	Case	Site1	Bacteria	Bacteroidetes
ASV19	Indv156	0.0961821623895667	Indv156	Control	Site2	Bacteria	Fusobacteria
ASV19	Indv9	0.0938746966144226	Indv9	Control	Site1	Bacteria	Fusobacteria
ASV13	Indv156	0.0931846865797223	Indv156	Control	Site2	Bacteria	Bacteroidetes
ASV3	Indv128	0.0927198765605274	Indv128	Case	Site2	Bacteria	Proteobacteria
ASV19	Indv72	0.0926057409473577	Indv72	Case	Site1	Bacteria	Fusobacteria
ASV19	Indv142	0.092467298150654	Indv142	Control	Site1	Bacteria	Fusobacteria
ASV19	Indv131	0.0906066187392312	Indv131	Control	Site1	Bacteria	Fusobacteria
ASV13	Indv160	0.0902870313681708	Indv160	Case	Site1	Bacteria	Bacteroidetes
ASV13	Indv143	0.0902684563758389	Indv143	Case	Site1	Bacteria	Bacteroidetes
ASV3	Indv4	0.0887372013651877	Indv4	Case	Site2	Bacteria	Proteobacteria
ASV19	Indv111	0.0863608287944298	Indv111	Control	Site1	Bacteria	Fusobacteria
ASV46	Indv160	0.0853891309828213	Indv160	Case	Site1	Bacteria	Actinobacteria
ASV19	Indv33	0.0833140904262689	Indv33	Case	Site2	Bacteria	Fusobacteria
ASV19	Indv83	0.0828718792519697	Indv83	Control	Site1	Bacteria	Fusobacteria
ASV13	Indv49	0.0828029231494578	Indv49	Control	Site2	Bacteria	Bacteroidetes
ASV19	Indv126	0.0823777514168973	Indv126	Control	Site1	Bacteria	Fusobacteria
ASV13	Indv33	0.0814205883711264	Indv33	Case	Site2	Bacteria	Bacteroidetes
ASV19	Indv42	0.0811013190484419	Indv42	Case	Site1	Bacteria	Fusobacteria
ASV13	Indv44	0.0805712745890595	Indv44	Case	Site2	Bacteria	Bacteroidetes
ASV46	Indv69	0.0800194379201425	Indv69	Case	Site2	Bacteria	Actinobacteria
ASV13	Indv136	0.0795772081156603	Indv136	Case	Site2	Bacteria	Bacteroidetes
ASV19	Indv20	0.0794207059618308	Indv20	Case	Site1	Bacteria	Fusobacteria
ASV19	Indv71	0.0775353666919932	Indv71	Case	Site1	Bacteria	Fusobacteria
ASV13	Indv11	0.0760697305863708	Indv11	Case	Site1	Bacteria	Bacteroidetes
ASV3	Indv39	0.0750850187936281	Indv39	Case	Site1	Bacteria	Proteobacteria
ASV46	Indv89	0.07280163599182	Indv89	Case	Site1	Bacteria	Actinobacteria
ASV3	Indv151	0.0726898011474405	Indv151	Control	Site1	Bacteria	Proteobacteria
ASV46	Indv38	0.0711750692790121	Indv38	Case	Site1	Bacteria	Actinobacteria
ASV46	Indv112	0.0696782797132856	Indv112	Case	Site1	Bacteria	Actinobacteria
ASV19	Indv99	0.0677106553722693	Indv99	Control	Site1	Bacteria	Fusobacteria
ASV46	Indv159	0.0663541291020555	Indv159	Control	Site1	Bacteria	Actinobacteria
ASV19	Indv4	0.06567271420873	Indv4	Case	Site2	Bacteria	Fusobacteria
ASV3	Indv93	0.0654999051413394	Indv93	Control	Site1	Bacteria	Proteobacteria
ASV46	Indv3	0.0651653479407588	Indv3	Case	Site2	Bacteria	Actinobacteria
ASV19	Indv109	0.0647872885699641	Indv109	Case	Site1	Bacteria	Fusobacteria
ASV19	Indv113	0.0645292207792208	Indv113	Case	Site1	Bacteria	Fusobacteria
ASV19	Indv144	0.0638972305638972	Indv144	Case	Site2	Bacteria	Fusobacteria
ASV46	Indv97	0.0633891213389121	Indv97	Case	Site1	Bacteria	Actinobacteria
ASV3	Indv92	0.0628798363319093	Indv92	Control	Site1	Bacteria	Proteobacteria
ASV19	Indv8	0.0618561018510763	Indv8	Case	Site1	Bacteria	Fusobacteria
ASV3	Indv3	0.0606613917630351	Indv3	Case	Site2	Bacteria	Proteobacteria
ASV19	Indv85	0.0604589132441952	Indv85	Control	Site1	Bacteria	Fusobacteria
ASV3	Indv127	0.0597654772412054	Indv127	Control	Site2	Bacteria	Proteobacteria
ASV19	Indv148	0.0594957239752285	Indv148	Case	Site2	Bacteria	Fusobacteria
ASV13	Indv68	0.0593965633879042	Indv68	Case	Site2	Bacteria	Bacteroidetes
ASV13	Indv46	0.0588500818145912	Indv46	Control	Site2	Bacteria	Bacteroidetes
ASV19	Indv146	0.0587198025039676	Indv146	Case	Site2	Bacteria	Fusobacteria
ASV19	Indv97	0.0585774058577406	Indv97	Case	Site1	Bacteria	Fusobacteria
ASV46	Indv93	0.0581009296148738	Indv93	Control	Site1	Bacteria	Actinobacteria
ASV3	Indv12	0.0574192616835924	Indv12	Case	Site1	Bacteria	Proteobacteria
ASV46	Indv151	0.0555338940567036	Indv151	Control	Site1	Bacteria	Actinobacteria
ASV13	Indv87	0.0546268656716418	Indv87	Case	Site1	Bacteria	Bacteroidetes
ASV19	Indv2	0.0541989958922866	Indv2	Case	Site2	Bacteria	Fusobacteria
ASV19	Indv1	0.0527843203230148	Indv1	Control	Site2	Bacteria	Fusobacteria
ASV19	Indv59	0.0521473832433701	Indv59	Control	Site2	Bacteria	Fusobacteria
ASV19	Indv37	0.0520345899000487	Indv37	Case	Site1	Bacteria	Fusobacteria
ASV13	Indv61	0.051287695355492	Indv61	Control	Site2	Bacteria	Bacteroidetes
ASV19	Indv43	0.0511487115802546	Indv43	Control	Site2	Bacteria	Fusobacteria
ASV46	Indv65	0.0507484979123528	Indv65	Case	Site2	Bacteria	Actinobacteria
ASV19	Indv24	0.0503984651711924	Indv24	Control	Site1	Bacteria	Fusobacteria
ASV13	Indv155	0.049091989137814	Indv155	Case	Site2	Bacteria	Bacteroidetes
ASV46	Indv125	0.0486815415821501	Indv125	Case	Site1	Bacteria	Actinobacteria
ASV3	Indv33	0.0484921258024292	Indv33	Case	Site2	Bacteria	Proteobacteria
ASV46	Indv80	0.0483047070520073	Indv80	Case	Site1	Bacteria	Actinobacteria
ASV46	Indv72	0.0474355073198769	Indv72	Case	Site1	Bacteria	Actinobacteria
ASV19	Indv120	0.0474328902788637	Indv120	Control	Site2	Bacteria	Fusobacteria
ASV46	Indv15	0.0470263331907114	Indv15	Control	Site1	Bacteria	Actinobacteria
ASV46	Indv73	0.0464090203447994	Indv73	Control	Site1	Bacteria	Actinobacteria
ASV19	Indv52	0.0456846673095468	Indv52	Control	Site1	Bacteria	Fusobacteria
ASV46	Indv90	0.0454778770146802	Indv90	Case	Site1	Bacteria	Actinobacteria
ASV46	Indv61	0.0445740699977988	Indv61	Control	Site2	Bacteria	Actinobacteria
ASV19	Indv157	0.0443222258168877	Indv157	Control	Site1	Bacteria	Fusobacteria
ASV46	Indv113	0.0427875695732839	Indv113	Case	Site1	Bacteria	Actinobacteria
ASV19	Indv38	0.0425883611259663	Indv38	Case	Site1	Bacteria	Fusobacteria
ASV19	Indv45	0.0424767131758977	Indv45	Case	Site2	Bacteria	Fusobacteria
ASV13	Indv69	0.042331470532653	Indv69	Case	Site2	Bacteria	Bacteroidetes
ASV13	Indv79	0.0421581353349512	Indv79	Case	Site2	Bacteria	Bacteroidetes
ASV46	Indv158	0.0419574504081546	Indv158	Case	Site1	Bacteria	Actinobacteria
ASV3	Indv97	0.0411610878661088	Indv97	Case	Site1	Bacteria	Proteobacteria
ASV19	Indv13	0.0407443365695793	Indv13	Case	Site1	Bacteria	Fusobacteria
ASV46	Indv53	0.040615109956991	Indv53	Case	Site1	Bacteria	Actinobacteria
ASV19	Indv114	0.0403322037134266	Indv114	Control	Site2	Bacteria	Fusobacteria
ASV46	Indv123	0.0397745232325361	Indv123	Control	Site1	Bacteria	Actinobacteria
ASV46	Indv82	0.0397449390206154	Indv82	Case	Site1	Bacteria	Actinobacteria
ASV19	Indv86	0.0395179249814419	Indv86	Control	Site1	Bacteria	Fusobacteria
ASV19	Indv137	0.0390270608478023	Indv137	Case	Site2	Bacteria	Fusobacteria
ASV19	Indv73	0.0385243892474875	Indv73	Control	Site1	Bacteria	Fusobacteria
ASV19	Indv30	0.0383765225979401	Indv30	Case	Site2	Bacteria	Fusobacteria
ASV19	Indv47	0.0374093663525868	Indv47	Case	Site2	Bacteria	Fusobacteria
ASV19	Indv105	0.0371759606568309	Indv105	Control	Site2	Bacteria	Fusobacteria
ASV19	Indv89	0.0364826175869121	Indv89	Case	Site1	Bacteria	Fusobacteria
ASV46	Indv77	0.0356005709266579	Indv77	Control	Site2	Bacteria	Actinobacteria
ASV46	Indv141	0.034617202268431	Indv141	Case	Site2	Bacteria	Actinobacteria
ASV46	Indv143	0.0344798657718121	Indv143	Case	Site1	Bacteria	Actinobacteria
ASV46	Indv106	0.0343023255813954	Indv106	Case	Site2	Bacteria	Actinobacteria
ASV46	Indv147	0.0339118611533232	Indv147	Control	Site1	Bacteria	Actinobacteria
ASV19	Indv141	0.0336129489603025	Indv141	Case	Site2	Bacteria	Fusobacteria
ASV3	Indv140	0.0334570300995464	Indv140	Case	Site1	Bacteria	Proteobacteria
ASV46	Indv132	0.0324532247824626	Indv132	Control	Site1	Bacteria	Actinobacteria
ASV19	Indv51	0.0322302069518552	Indv51	Case	Site2	Bacteria	Fusobacteria
ASV46	Indv6	0.0321137331312694	Indv6	Case	Site2	Bacteria	Actinobacteria
ASV19	Indv90	0.0320808951852993	Indv90	Case	Site1	Bacteria	Fusobacteria
ASV46	Indv23	0.0318124738384261	Indv23	Case	Site1	Bacteria	Actinobacteria
ASV46	Indv102	0.0315913401792138	Indv102	Control	Site1	Bacteria	Actinobacteria
ASV46	Indv133	0.0313863305865245	Indv133	Case	Site1	Bacteria	Actinobacteria
ASV46	Indv111	0.0311640181930485	Indv111	Control	Site1	Bacteria	Actinobacteria
ASV46	Indv99	0.0310967454302274	Indv99	Control	Site1	Bacteria	Actinobacteria
ASV46	Indv119	0.0310518964220479	Indv119	Control	Site2	Bacteria	Actinobacteria
ASV19	Indv79	0.0309836898244822	Indv79	Case	Site2	Bacteria	Fusobacteria
ASV46	Indv2	0.0302373345504336	Indv2	Case	Site2	Bacteria	Actinobacteria
ASV46	Indv129	0.0293198392617949	Indv129	Case	Site2	Bacteria	Actinobacteria
ASV46	Indv134	0.0292183152036428	Indv134	Control	Site2	Bacteria	Actinobacteria
ASV19	Indv147	0.0283132048308406	Indv147	Control	Site1	Bacteria	Fusobacteria
ASV46	Indv5	0.0281726544326699	Indv5	Control	Site2	Bacteria	Actinobacteria
ASV13	Indv117	0.0280956799670069	Indv117	Case	Site1	Bacteria	Bacteroidetes
ASV46	Indv20	0.0279091369701064	Indv20	Case	Site1	Bacteria	Actinobacteria
ASV46	Indv32	0.0279013883944464	Indv32	Control	Site2	Bacteria	Actinobacteria
ASV137	Indv31	0.027860080484677	Indv31	Control	Site2	Bacteria	Absconditabacteria_(SR1)
ASV19	Indv6	0.0277837915854803	Indv6	Case	Site2	Bacteria	Fusobacteria
ASV46	Indv64	0.0273473473473473	Indv64	Case	Site2	Bacteria	Actinobacteria
ASV46	Indv96	0.0272687695412989	Indv96	Control	Site1	Bacteria	Actinobacteria
ASV46	Indv30	0.0271833701735409	Indv30	Case	Site2	Bacteria	Actinobacteria
ASV19	Indv46	0.0271398747390397	Indv46	Control	Site2	Bacteria	Fusobacteria
ASV46	Indv101	0.0269559296855657	Indv101	Control	Site1	Bacteria	Actinobacteria
ASV46	Indv135	0.0261568359682756	Indv135	Control	Site2	Bacteria	Actinobacteria
ASV46	Indv42	0.0260929669949888	Indv42	Case	Site1	Bacteria	Actinobacteria
ASV46	Indv62	0.0260601498369	Indv62	Control	Site2	Bacteria	Actinobacteria
ASV46	Indv37	0.025755250252686	Indv37	Case	Site1	Bacteria	Actinobacteria
ASV46	Indv21	0.0255885363357216	Indv21	Case	Site1	Bacteria	Actinobacteria
ASV46	Indv105	0.0255063765941485	Indv105	Control	Site2	Bacteria	Actinobacteria
ASV46	Indv39	0.0251924109540004	Indv39	Case	Site1	Bacteria	Actinobacteria
ASV19	Indv125	0.0250380324543611	Indv125	Case	Site1	Bacteria	Fusobacteria
ASV46	Indv121	0.0249776186213071	Indv121	Case	Site2	Bacteria	Actinobacteria
ASV19	Indv49	0.0242220650636492	Indv49	Control	Site2	Bacteria	Fusobacteria
ASV46	Indv83	0.0241749201025219	Indv83	Control	Site1	Bacteria	Actinobacteria
ASV46	Indv43	0.0240996584911518	Indv43	Control	Site2	Bacteria	Actinobacteria
ASV46	Indv152	0.0239994328051331	Indv152	Case	Site1	Bacteria	Actinobacteria
ASV46	Indv85	0.0239373525288103	Indv85	Control	Site1	Bacteria	Actinobacteria
ASV46	Indv63	0.0239112435833747	Indv63	Control	Site2	Bacteria	Actinobacteria
ASV46	Indv91	0.0236506159014558	Indv91	Case	Site1	Bacteria	Actinobacteria
ASV19	Indv28	0.0231261276037395	Indv28	Case	Site1	Bacteria	Fusobacteria
ASV46	Indv130	0.0230441148386275	Indv130	Control	Site1	Bacteria	Actinobacteria
ASV46	Indv57	0.0229159747592162	Indv57	Case	Site1	Bacteria	Actinobacteria
ASV19	Indv80	0.0223524975144846	Indv80	Case	Site1	Bacteria	Fusobacteria
ASV19	Indv11	0.0223495469137307	Indv11	Case	Site1	Bacteria	Fusobacteria
ASV137	Indv41	0.0221652086137281	Indv41	Case	Site1	Bacteria	Absconditabacteria_(SR1)
ASV46	Indv137	0.0220553730642891	Indv137	Case	Site2	Bacteria	Actinobacteria
ASV46	Indv142	0.021908628133256	Indv142	Control	Site1	Bacteria	Actinobacteria
ASV19	Indv160	0.0218604818669644	Indv160	Case	Site1	Bacteria	Fusobacteria
ASV46	Indv128	0.0216486650769159	Indv128	Case	Site2	Bacteria	Actinobacteria
ASV46	Indv156	0.0215082036180059	Indv156	Control	Site2	Bacteria	Actinobacteria
ASV46	Indv157	0.0213985302953274	Indv157	Control	Site1	Bacteria	Actinobacteria
ASV46	Indv161	0.0213505941454932	Indv161	Case	Site1	Bacteria	Actinobacteria
ASV19	Indv54	0.0211629051536244	Indv54	Control	Site1	Bacteria	Fusobacteria
ASV46	Indv109	0.0208610968733983	Indv109	Case	Site1	Bacteria	Actinobacteria
ASV46	Indv70	0.0208208607729661	Indv70	Control	Site1	Bacteria	Actinobacteria
ASV46	Indv54	0.0206707445686564	Indv54	Control	Site1	Bacteria	Actinobacteria
ASV46	Indv25	0.0204673066473465	Indv25	Case	Site1	Bacteria	Actinobacteria
ASV46	Indv45	0.0204073744830518	Indv45	Case	Site2	Bacteria	Actinobacteria
ASV46	Indv98	0.0203323480067109	Indv98	Control	Site1	Bacteria	Actinobacteria
ASV19	Indv68	0.0201596536327966	Indv68	Case	Site2	Bacteria	Fusobacteria
ASV19	Indv39	0.0199570431358511	Indv39	Case	Site1	Bacteria	Fusobacteria
ASV46	Indv13	0.0198705501618123	Indv13	Case	Site1	Bacteria	Actinobacteria
ASV46	Indv103	0.0195439739413681	Indv103	Control	Site1	Bacteria	Actinobacteria
ASV137	Indv150	0.0193715023676281	Indv150	Control	Site1	Bacteria	Absconditabacteria_(SR1)
ASV46	Indv35	0.0189032194545634	Indv35	Case	Site1	Bacteria	Actinobacteria
ASV19	Indv92	0.0187135206691137	Indv92	Control	Site1	Bacteria	Fusobacteria
ASV46	Indv56	0.0185316260214915	Indv56	Control	Site1	Bacteria	Actinobacteria
ASV13	Indv12	0.0183857149732878	Indv12	Case	Site1	Bacteria	Bacteroidetes
ASV46	Indv144	0.0177955733511289	Indv144	Case	Site2	Bacteria	Actinobacteria
ASV19	Indv133	0.0174503150751333	Indv133	Case	Site1	Bacteria	Fusobacteria
ASV46	Indv55	0.0167769915544396	Indv55	Case	Site1	Bacteria	Actinobacteria
ASV19	Indv81	0.0161947873028369	Indv81	Case	Site1	Bacteria	Fusobacteria
ASV46	Indv100	0.0160327288810261	Indv100	Control	Site1	Bacteria	Actinobacteria
ASV46	Indv120	0.0160281469898358	Indv120	Control	Site2	Bacteria	Actinobacteria
ASV19	Indv140	0.0159038699416858	Indv140	Case	Site1	Bacteria	Fusobacteria
ASV46	Indv48	0.0158623864730256	Indv48	Case	Site2	Bacteria	Actinobacteria
ASV46	Indv122	0.0155655189916251	Indv122	Control	Site2	Bacteria	Actinobacteria
ASV46	Indv51	0.0154828362582118	Indv51	Case	Site2	Bacteria	Actinobacteria
ASV46	Indv68	0.0154692644206918	Indv68	Case	Site2	Bacteria	Actinobacteria
ASV19	Indv32	0.0154414382342471	Indv32	Control	Site2	Bacteria	Fusobacteria
ASV19	Indv112	0.0152525420903484	Indv112	Case	Site1	Bacteria	Fusobacteria
ASV46	Indv27	0.0152264940997335	Indv27	Control	Site1	Bacteria	Actinobacteria
ASV19	Indv138	0.0149229521492295	Indv138	Case	Site1	Bacteria	Fusobacteria
ASV46	Indv7	0.0147787003885122	Indv7	Case	Site1	Bacteria	Actinobacteria
ASV46	Indv155	0.014765784114053	Indv155	Case	Site2	Bacteria	Actinobacteria
ASV137	Indv108	0.0145501981837339	Indv108	Case	Site2	Bacteria	Absconditabacteria_(SR1)
ASV46	Indv118	0.0145305334298817	Indv118	Control	Site2	Bacteria	Actinobacteria
ASV46	Indv114	0.0143191255787313	Indv114	Control	Site2	Bacteria	Actinobacteria
ASV46	Indv9	0.0142334114936855	Indv9	Control	Site1	Bacteria	Actinobacteria
ASV46	Indv126	0.0138394622380388	Indv126	Control	Site1	Bacteria	Actinobacteria
ASV46	Indv110	0.0137698898408813	Indv110	Case	Site1	Bacteria	Actinobacteria
ASV46	Indv138	0.0132468234658016	Indv138	Case	Site1	Bacteria	Actinobacteria
ASV46	Indv17	0.0129525289812836	Indv17	Case	Site1	Bacteria	Actinobacteria
ASV46	Indv74	0.012934384367714	Indv74	Control	Site2	Bacteria	Actinobacteria
ASV46	Indv10	0.0127930819292146	Indv10	Case	Site1	Bacteria	Actinobacteria
ASV46	Indv50	0.0126460392861728	Indv50	Control	Site2	Bacteria	Actinobacteria
ASV46	Indv28	0.0121371166147286	Indv28	Case	Site1	Bacteria	Actinobacteria
ASV46	Indv115	0.0120602103735945	Indv115	Case	Site2	Bacteria	Actinobacteria
ASV46	Indv124	0.0118419636128754	Indv124	Case	Site1	Bacteria	Actinobacteria
ASV46	Indv108	0.0116401585469871	Indv108	Case	Site2	Bacteria	Actinobacteria
ASV46	Indv4	0.0116040955631399	Indv4	Case	Site2	Bacteria	Actinobacteria
ASV46	Indv24	0.0115850059031877	Indv24	Control	Site1	Bacteria	Actinobacteria
ASV137	Indv79	0.0114001918844179	Indv79	Case	Site2	Bacteria	Absconditabacteria_(SR1)
ASV46	Indv139	0.011340206185567	Indv139	Control	Site1	Bacteria	Actinobacteria
ASV46	Indv71	0.0112160353124209	Indv71	Case	Site1	Bacteria	Actinobacteria
ASV46	Indv136	0.0111772567124286	Indv136	Case	Site2	Bacteria	Actinobacteria
ASV137	Indv91	0.0111534154535274	Indv91	Case	Site1	Bacteria	Absconditabacteria_(SR1)
ASV46	Indv154	0.0110969200812378	Indv154	Control	Site1	Bacteria	Actinobacteria
ASV46	Indv33	0.0109453655382626	Indv33	Case	Site2	Bacteria	Actinobacteria
ASV19	Indv65	0.0108625547370922	Indv65	Case	Site2	Bacteria	Fusobacteria
ASV46	Indv88	0.0105861595765536	Indv88	Control	Site1	Bacteria	Actinobacteria
ASV46	Indv107	0.0105175589755779	Indv107	Control	Site1	Bacteria	Actinobacteria
ASV46	Indv49	0.0103135313531353	Indv49	Control	Site2	Bacteria	Actinobacteria
ASV46	Indv44	0.0102937213689033	Indv44	Case	Site2	Bacteria	Actinobacteria
ASV137	Indv124	0.0102271503929379	Indv124	Case	Site1	Bacteria	Absconditabacteria_(SR1)
ASV46	Indv26	0.0101159190726474	Indv26	Case	Site1	Bacteria	Actinobacteria
ASV46	Indv34	0.010114490412306	Indv34	Control	Site2	Bacteria	Actinobacteria
ASV19	Indv143	0.0100671140939597	Indv143	Case	Site1	Bacteria	Fusobacteria
ASV19	Indv128	0.0100528358348529	Indv128	Case	Site2	Bacteria	Fusobacteria
ASV137	Indv149	0.00995131346637419	Indv149	Case	Site2	Bacteria	<1%_Abundance
ASV137	Indv135	0.00992699196386365	Indv135	Control	Site2	Bacteria	<1%_Abundance
