SampleID	Group
10423.97FJOQMPE3L6	toronto
10423.9BIKH288C8UF	toronto
10423.9DFFX3R64RS5	sandiego
10423.9ERHCIPZQ1WX	toronto
10423.9H0PN23E1ASV	toronto
10423.9QOYJMUVU4KZ	sandiego
10423.A01AKTCCPCLS	toronto
10423.A6GPU0WYM165	toronto
10423.AEYRI5OWXLAP	toronto
10423.AHH060NA0531	sandiego
10423.AISYDCB83RD2	toronto
10423.AM8DWBO5W9WK	toronto
10423.B3KXB6DEJRYN	toronto
10423.BC327EG8CZXY	toronto
10423.BL0MWDOBUKFW	sandiego
10423.BWV158IET0JJ	sandiego
10423.C4A1R9WIALFP	toronto
10423.CBSLAO5UIX37	toronto
10423.CMJYHFM2NDYG	sandiego
10423.CRT6I7752SV9	toronto
10423.D3B7WK6RIJ0O	sandiego
10423.DABX5HVX7KKW	toronto
10423.DBWSI1TYKTWK	sandiego
10423.DDTNY3CWDCUA	sandiego
10423.E9D3AS66FI5V	sandiego
10423.EUDZDUIG55T3	toronto
10423.EUVQG7RR6S1M	toronto
10423.EW7RVMQKS26E	toronto
10423.F6Z52E6SWJ1N	toronto
10423.FTF5J4SPD3E2	toronto
10423.FTWWLI20EPML	sandiego
10423.G50MMRCP1WG2	sandiego
10423.G76F815Q42FF	sandiego
10423.GEG1M74Z2R1A	toronto
10423.GKG12NKBB330	sandiego
10423.GP7ESYL777WJ	toronto
10423.GRYHDYIS1QVR	sandiego
10423.GWJCGQOHJ68A	toronto
10423.GXGMJYDXQSU7	toronto
10423.HE7VZ2YMLXWF	toronto
10423.HG874E1XNJQQ	sandiego
10423.J2SI0LMTNOR9	sandiego
10423.JIT384O47KJB	sandiego
10423.JLK5T4LP23IJ	sandiego
10423.JOK5JCTD69JE	toronto
10423.JZT9SHIWCCN6	toronto
10423.JZWPHR39LFJR	toronto
10423.K5WOY7ILTRLH	sandiego
10423.K8EUDZ63ENJ2	toronto
10423.KF36SF0SKZ52	sandiego
10423.KFC0PK00CYBY	toronto
10423.KG0B93FQ064	toronto
10423.KOOCQQHH86CR	sandiego
10423.L93YU2P75H04	toronto
10423.LBM49UCOQCXP	toronto
10423.LJVC0U5F9XVD	sandiego
10423.LUQ4WV60NHN7	toronto
10423.MHWWTAM6WZ4J	sandiego
10423.MLI3B5NJBUAI	sandiego
10423.MU087DQD529T	sandiego
10423.MYRLXOR9173C	sandiego
10423.NE6X5HNZSPVJ	sandiego
10423.NG01HB3U66Z	sandiego
10423.NLPGOVXC11J1	sandiego
10423.NLYDU47FAOKO	toronto
10423.NS1PRQW9AFO8	sandiego
10423.NXSS2Z1I94OB	toronto
10423.O1YVTJXUCWHZ	sandiego
10423.O1YZ1N8PUKCQ	toronto
10423.OO2W6SYUE78C	toronto
10423.P43HEC04Y30E	sandiego
10423.PS0XICZPITRW	sandiego
10423.PSM7I349B6RR	toronto
10423.Q21MHIWJC1CZ	sandiego
10423.QNT6S6S7CYAD	sandiego
10423.QVKNGTBMUWZI	toronto
10423.RBL5G921X4WT	toronto
10423.RCO9QFQS8RZY	sandiego
10423.RFFCBFOD3AZ6	sandiego
10423.RGLJJVNWKKMQ	sandiego
10423.RJ3OZNBE5GKB	sandiego
10423.SQVTYANOYLBH	toronto
10423.SQZ9NK827O82	toronto
10423.SR86SSI5HB9P	toronto
10423.TMF62W63J2SB	sandiego
10423.TOFKGAKA2CHD	toronto
10423.TQ9CY2SEP8UO	toronto
10423.U1Y081Y31CBU	sandiego
10423.UNGQLKUJAA2C	toronto
10423.UW7PEXWKVH8J	sandiego
10423.UY80K8ZVX32U	toronto
10423.V227FFM73957	sandiego
10423.VC8AMGXVFD0L	sandiego
10423.VM8WDJJTQWQX	sandiego
10423.VRR1JJEZFYPD	sandiego
10423.VX96PJA550NT	sandiego
10423.W13DKPWGB6Q6	sandiego
10423.W89H1J0GJ4KP	toronto
10423.WKSBGGKRX83D	sandiego
10423.WNJE1GICRR2L	toronto
10423.WUMEK0BJU2CP	sandiego
10423.WYJODG8O5UZH	sandiego
10423.X4N0B2XI5M31	toronto
10423.X9W8BUIKL0ZU	sandiego
10423.XFW7SAXWTD1K	sandiego
10423.XPKGOVPEM6TO	toronto
10423.Y36C5WNKU9KQ	sandiego
10423.Z6DP9V51NMU4	sandiego
10423.ZBMXAMQ431QX	sandiego
10423.ZFPY2YBN1706	sandiego
10423.ZIPXT6JB5D11	sandiego
10423.ZSQJK959GWRD	sandiego
